"","SUBJECT","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","ART","Spelling","VisWM","Native_English_reader","Native_Latin_reader"
"720","170","RFstair",0.525336039792185,0.0218609245525277,0.0729655827126742,"Right","Far",3,62,46,"N","Y"
"721","170","RPstair",0.647079378775871,0.0216573920199858,0.071912966144511,"Right","Peripheral",3,62,46,"N","Y"
"722","171","LPstair",0.278792418790295,0.0268400684079743,0.087643797242145,"Left","Peripheral",23,88,48,"Y","Y"
"723","171","RNstair",0.137722466764276,0.0284338675636297,0.0936800311981336,"Right","Near",23,88,48,"Y","Y"
"724","171","RFstair",0.209850283099673,0.0638573824131726,0.213981038334897,"Right","Far",23,88,48,"Y","Y"
"725","171","LFstair",0.19925834600976,0.0231365482763697,0.0769543743244436,"Left","Far",23,88,48,"Y","Y"
"726","171","LNstair",0.192369519957844,0.0230773161258529,0.0761878715856234,"Left","Near",23,88,48,"Y","Y"
"727","171","RPstair",0.232323662240795,0.0227728522193732,0.0752821803277205,"Right","Peripheral",23,88,48,"Y","Y"
"728","172","LFstair",0.510317584993225,0.0212533040127437,0.0697072642000605,"Left","Far",14,84,54,"Y","Y"
"729","172","LPstair",0.766670133526082,0.0224081865720533,0.0743667925280664,"Left","Peripheral",14,84,54,"Y","Y"
"730","172","LNstair",0.326923234674473,0.0256386359410499,0.0843293608313169,"Left","Near",14,84,54,"Y","Y"
"731","172","RFstair",0.479233915498589,0.051865120117118,0.140000378786412,"Right","Far",14,84,54,"Y","Y"
"732","172","RPstair",0.661655023679318,0.023660083349686,0.0785447210509268,"Right","Peripheral",14,84,54,"Y","Y"
"733","172","RNstair",0.228337146723192,0.0227013119818465,0.0752043433999321,"Right","Near",14,84,54,"Y","Y"
"734","174","RPstair",0.470175040681435,0.0236717003735922,0.0786886510670451,"Right","Peripheral",4,76,53,"Y","Y"
"735","174","RNstair",0.293001801665022,0.030211969773557,0.0993171356541732,"Right","Near",4,76,53,"Y","Y"
"736","174","RFstair",0.250102527107338,0.0292472799426059,0.091266040792311,"Right","Far",4,76,53,"Y","Y"
"737","174","LNstair",0.1963240372613,0.0256915437710848,0.0846570810029935,"Left","Near",4,76,53,"Y","Y"
"738","174","LFstair",0.469960848878151,0.021932409928039,0.0720116783703323,"Left","Far",4,76,53,"Y","Y"
"739","174","LPstair",0.564706495287662,0.0275103630242682,0.0912712298804267,"Left","Peripheral",4,76,53,"Y","Y"
"740","175","LPstair",0.754204760774459,0.0219207597742896,0.0731820102088766,"Left","Peripheral",3,57,31,"Y","Y"
"741","175","RNstair",0.44796186577578,0.0450112957189333,0.110848095249765,"Right","Near",3,57,31,"Y","Y"
"742","175","LNstair",0.497762942311509,0.0222732643829259,0.0736994766501102,"Left","Near",3,57,31,"Y","Y"
"743","175","LFstair",0.491026148613916,0.0216158449087653,0.0714781093657094,"Left","Far",3,57,31,"Y","Y"
"744","175","RPstair",0.486624091255196,0.0217446461541504,0.0723986733543117,"Right","Peripheral",3,57,31,"Y","Y"
"745","175","RFstair",0.531465177048534,0.0226628257913713,0.0748906356932292,"Right","Far",3,57,31,"Y","Y"
"746","177","LNstair",0.457821515652964,0.032785903327643,0.0928025964080452,"Left","Near",14,80,41,"Y","Y"
"747","177","RNstair",0.25506406226258,0.023255844240077,0.0768284296690033,"Right","Near",14,80,41,"Y","Y"
"748","177","RFstair",0.54653387797114,0.0215019747406588,0.0716789185076905,"Right","Far",14,80,41,"Y","Y"
"749","177","LFstair",0.557317572714348,0.0222069486301593,0.0736477177613473,"Left","Far",14,80,41,"Y","Y"
"750","177","LPstair",0.589516380650701,0.0216886296583265,0.0708955174787772,"Left","Peripheral",14,80,41,"Y","Y"
"751","177","RPstair",0.591761595869412,0.0214497709643184,0.0712093429382329,"Right","Peripheral",14,80,41,"Y","Y"
"752","178","RPstair",0.415398917409375,0.0303726096603659,0.0889141241173854,"Right","Peripheral",4,76,70,"Y","Y"
"753","178","LNstair",0.416326711435551,0.0219358184587011,0.0730531332371081,"Left","Near",4,76,70,"Y","Y"
"754","178","LFstair",0.641449649029348,0.0216501544134524,0.0717251307565825,"Left","Far",4,76,70,"Y","Y"
"755","178","LPstair",0.501487208289845,0.021555485161819,0.0713932003432583,"Left","Peripheral",4,76,70,"Y","Y"
"756","178","RFstair",0.135646733778758,0.0234531542321326,0.0773298712159208,"Right","Far",4,76,70,"Y","Y"
"757","178","RNstair",0.187939907139511,0.0231695931745137,0.0767898694808255,"Right","Near",4,76,70,"Y","Y"
"758","179","LFstair",0.603850286121823,0.0226165880555898,0.0750480660048998,"Left","Far",15,62,59,"Y","Y"
"759","179","LPstair",0.641374570848319,0.0217796587715871,0.0720325460583375,"Left","Peripheral",15,62,59,"Y","Y"
"760","179","RNstair",0.171081848556512,0.0364074019953942,0.115610700986698,"Right","Near",15,62,59,"Y","Y"
"761","179","RPstair",0.41864034068409,0.0218685273243808,0.0719799939084824,"Right","Peripheral",15,62,59,"Y","Y"
"762","179","RFstair",0.234329491239089,0.0244844846858071,0.0800367832249,"Right","Far",15,62,59,"Y","Y"
"763","179","LNstair",0.25066079880339,0.0226467229991124,0.0749527850714385,"Left","Near",15,62,59,"Y","Y"
"764","180","LNstair",0.154699755176126,0.0255423239930505,0.0843466270492948,"Left","Near",8,82,59,"Y","Y"
"765","180","LFstair",0.317278251667579,0.0444477966474796,0.126324881557757,"Left","Far",8,82,59,"Y","Y"
"766","180","RNstair",0.216453215797026,0.0228666784420556,0.0756357182445118,"Right","Near",8,82,59,"Y","Y"
"767","180","RFstair",0.529155857402269,0.021620758006782,0.0707436867072126,"Right","Far",8,82,59,"Y","Y"
"768","180","RPstair",0.437190021652345,0.0223109691945172,0.0739903416274246,"Right","Peripheral",8,82,59,"Y","Y"
"769","180","LPstair",0.421624685104592,0.0248992017138628,0.0815191500984535,"Left","Peripheral",8,82,59,"Y","Y"
"770","182","LFstair",0.434049321726936,0.0220054187144914,0.0733972306763777,"Left","Far",12,74,35,"Y","Y"
"771","182","LPstair",0.696916495130212,0.0220609598407657,0.073209912590659,"Left","Peripheral",12,74,35,"Y","Y"
"772","182","LNstair",0.40733637325171,0.0231878768403469,0.0764342788702148,"Left","Near",12,74,35,"Y","Y"
"773","182","RFstair",0.448608277553571,0.022981515459026,0.0757047726088823,"Right","Far",12,74,35,"Y","Y"
"774","182","RPstair",0.577860984093402,0.0217336770803041,0.0719514708862237,"Right","Peripheral",12,74,35,"Y","Y"
"775","182","RNstair",0.221471286279509,0.0316426485899641,0.104327978136436,"Right","Near",12,74,35,"Y","Y"
"776","185","LNstair",0.50545166235585,0.0213707980381439,0.071472437788941,"Left","Near",8,81,40,"Y","Y"
"777","185","LFstair",0.526504967216218,0.0213416266611376,0.0711665954272953,"Left","Far",8,81,40,"Y","Y"
"778","185","RFstair",0.416512431974302,0.0314505349285242,0.0925246881143188,"Right","Far",8,81,40,"Y","Y"
"779","185","RPstair",0.493808622004109,0.0212875094067941,0.0712111067271559,"Right","Peripheral",8,81,40,"Y","Y"
"780","185","LPstair",0.681816448157849,0.0222342283001172,0.0736278770131468,"Left","Peripheral",8,81,40,"Y","Y"
"781","185","RNstair",0.334573076744056,0.0226149002682536,0.0751386543345935,"Right","Near",8,81,40,"Y","Y"
"782","186","LNstair",0.205610841454092,0.0232083906120118,0.0767041814189218,"Left","Near",5,69,42,"Y","Y"
"783","186","LFstair",0.610486259992409,0.0217446169508611,0.0715580469533075,"Left","Far",5,69,42,"Y","Y"
"784","186","RFstair",0.627135258545571,0.0221700900758882,0.0735635671914319,"Right","Far",5,69,42,"Y","Y"
"785","186","RPstair",0.671580776086867,0.0224686876622344,0.0740446167616952,"Right","Peripheral",5,69,42,"Y","Y"
"786","186","LPstair",0.651234645268735,0.0219915706528317,0.0727486540862829,"Left","Peripheral",5,69,42,"Y","Y"
"787","186","RNstair",0.488029245138004,0.0216636706174025,0.0716846944772473,"Right","Near",5,69,42,"Y","Y"
"788","187","LFstair",0.386376539113362,0.0261966886855652,0.0865639019582084,"Left","Far",0,61,48,"Y","Y"
"789","187","LPstair",0.518517785046373,0.0243774078524945,0.0806302521361075,"Left","Peripheral",0,61,48,"Y","Y"
"790","187","RNstair",0.18776202728325,0.0231670522630788,0.0767701017986182,"Right","Near",0,61,48,"Y","Y"
"791","187","LNstair",0.399172874690112,0.0321196114031093,0.0970071262708848,"Left","Near",0,61,48,"Y","Y"
"792","187","RPstair",0.407819436367012,0.0291948732281307,0.0866998361621444,"Right","Peripheral",0,61,48,"Y","Y"
"793","187","RFstair",0.290529425084704,0.0943016424946265,0.307754409479103,"Right","Far",0,61,48,"Y","Y"
"794","189","LNstair",0.192480647043473,0.024324893426054,0.0804815239415642,"Left","Near",7,82,51,"Y","Y"
"795","189","LPstair",0.731748269377704,0.0224817606028401,0.0743594954609379,"Left","Peripheral",7,82,51,"Y","Y"
"796","189","RNstair",0.238044476707486,0.0226804835238591,0.0750464671074645,"Right","Near",7,82,51,"Y","Y"
"797","189","RFstair",0.548978273235623,0.0221019910268695,0.0728012737739074,"Right","Far",7,82,51,"Y","Y"
"798","189","LFstair",0.481558396058089,0.0227727258884479,0.0750361463916014,"Left","Far",7,82,51,"Y","Y"
"799","189","RPstair",0.743390388514856,0.0219596702220018,0.0732319133941978,"Right","Peripheral",7,82,51,"Y","Y"
"800","190","LFstair",0.238451021023526,0.0242769236319354,0.0804875970408519,"Left","Far",8,61,46,"Y","Y"
"801","190","LPstair",0.428386416469619,0.0249929105596096,0.0811702471252947,"Left","Peripheral",8,61,46,"Y","Y"
"802","190","RNstair",0.205648246292874,0.0230133560496092,0.0761888951963196,"Right","Near",8,61,46,"Y","Y"
"803","190","RPstair",0.509209390151971,0.0256224102084043,0.0824377212873419,"Right","Peripheral",8,61,46,"Y","Y"
"804","190","RFstair",0.146647996942935,0.0233740683806193,0.0770595855406567,"Right","Far",8,61,46,"Y","Y"
"805","190","LNstair",0.190380785224469,0.0268215059552137,0.087828152187205,"Left","Near",8,61,46,"Y","Y"
"806","191","LNstair",0.395026264602794,0.0250160441421323,0.0812312109949473,"Left","Near",14,84,51,"Y","Y"
"807","191","LFstair",0.503246110333127,0.0215180763920337,0.0717948103265286,"Left","Far",14,84,51,"Y","Y"
"808","191","LPstair",0.672689635408895,0.0294363681194803,0.0953917370491063,"Left","Peripheral",14,84,51,"Y","Y"
"809","191","RNstair",0.505928581089024,0.0212767575429537,0.0710680977252477,"Right","Near",14,84,51,"Y","Y"
"810","191","RFstair",0.50207755016922,0.0216579102812043,0.0720269062445587,"Right","Far",14,84,51,"Y","Y"
"811","191","RPstair",0.497465999438556,0.0229162096643572,0.0759053524502679,"Right","Peripheral",14,84,51,"Y","Y"
"812","192","LPstair",0.501768414582866,0.0218197910938994,0.0722435657180118,"Left","Peripheral",26,77,34,"Y","Y"
"813","192","RNstair",0.169521303405002,0.0234541238021939,0.0780841005104592,"Right","Near",26,77,34,"Y","Y"
"814","192","RFstair",0.398094186114162,0.0236934623928798,0.0784662725865253,"Right","Far",26,77,34,"Y","Y"
"815","192","RPstair",0.445897604509094,0.0228602579862211,0.0757007720848343,"Right","Peripheral",26,77,34,"Y","Y"
"816","192","LNstair",0.382103025148662,0.0244540296484817,0.0812018553026773,"Left","Near",26,77,34,"Y","Y"
"817","192","LFstair",0.460343765769605,0.0222135519847609,0.0731871285406034,"Left","Far",26,77,34,"Y","Y"
"818","195","LNstair",0.188087786450322,0.0243599901667162,0.0810563511386254,"Left","Near",6,77,53,"Y","Y"
"819","195","RNstair",0.16045785889693,0.030439841233153,0.0996007269610958,"Right","Near",6,77,53,"Y","Y"
"820","195","RFstair",0.183865007834588,0.0368655376493544,0.115259933235509,"Right","Far",6,77,53,"Y","Y"
"821","195","LFstair",0.35602441791851,0.0320031023978739,0.100209310051356,"Left","Far",6,77,53,"Y","Y"
"822","195","LPstair",0.254480760083126,0.0230393672892529,0.076267975159001,"Left","Peripheral",6,77,53,"Y","Y"
"823","195","RPstair",0.144783933878655,0.0232918656659169,0.0769652910494222,"Right","Peripheral",6,77,53,"Y","Y"
"824","197","LNstair",0.479095512127625,0.024059957518233,0.0791402178230382,"Left","Near",2,75,74,"Y","Y"
"825","197","LFstair",0.22637615982306,0.0280401157852278,0.0892966496202049,"Left","Far",2,75,74,"Y","Y"
"826","197","RFstair",0.456992354053382,0.0216840040005852,0.0721358391692927,"Right","Far",2,75,74,"Y","Y"
"827","197","RPstair",0.502831785479168,0.0222574615646431,0.073762748117047,"Right","Peripheral",2,75,74,"Y","Y"
"828","197","LPstair",0.479995771352322,0.0216437863271471,0.0706767790206602,"Left","Peripheral",2,75,74,"Y","Y"
"829","197","RNstair",0.343956783643258,0.0225731677754061,0.0749696946531609,"Right","Near",2,75,74,"Y","Y"
"830","199","LPstair",0.300385976450872,0.0295510762739305,0.0943675344974985,"Left","Peripheral",15,84,58,"Y","Y"
"831","199","RNstair",0.147835896822015,0.0234949480195209,0.0780165887869579,"Right","Near",15,84,58,"Y","Y"
"832","199","RFstair",0.112386377721526,0.0237556189655972,0.0785912164918481,"Right","Far",15,84,58,"Y","Y"
"833","199","RPstair",0.363352764112017,0.0553510528051102,0.166548087969695,"Right","Peripheral",15,84,58,"Y","Y"
"834","199","LFstair",0.283521680064926,0.0263825331202121,0.0857628031323462,"Left","Far",15,84,58,"Y","Y"
"835","199","LNstair",0.154990387431784,0.0233441920298887,0.0770941144277562,"Left","Near",15,84,58,"Y","Y"
"836","200","LPstair",0.454789764870682,0.0230100593038674,0.0761369132761869,"Left","Peripheral",9,62,44,"N","Y"
"837","200","RNstair",0.583581228725103,0.0215053436740661,0.0718896138939644,"Right","Near",9,62,44,"N","Y"
"838","200","LNstair",0.459737200960628,0.0215400634840894,0.0702121371681611,"Left","Near",9,62,44,"N","Y"
"839","200","LFstair",0.438364526789445,0.0215828979463514,0.0711753164784314,"Left","Far",9,62,44,"N","Y"
"840","200","RPstair",0.725472412255384,0.0228208778579862,0.0756264131628231,"Right","Peripheral",9,62,44,"N","Y"
"841","200","RFstair",0.707344743836866,0.021976383354595,0.0727380582427665,"Right","Far",9,62,44,"N","Y"
"842","201","RPstair",0.598875222622857,0.0221639733521366,0.0729695202606051,"Right","Peripheral",11,79,61,"Y","Y"
"843","201","LFstair",0.433611461275854,0.0241595535147119,0.0797561983037771,"Left","Far",11,79,61,"Y","Y"
"844","201","RFstair",0.450097777825698,0.0307287824560324,0.0874443764747949,"Right","Far",11,79,61,"Y","Y"
"845","201","LNstair",0.418901318616762,0.0247701885736491,0.0805968823266603,"Left","Near",11,79,61,"Y","Y"
"846","201","LPstair",0.45941055633682,0.0219161937667187,0.071981697229598,"Left","Peripheral",11,79,61,"Y","Y"
"847","201","RNstair",0.275319013889289,0.0248625852680934,0.0813443473307284,"Right","Near",11,79,61,"Y","Y"
"848","202","LNstair",0.274011017552594,0.0226201634948468,0.0751442748677765,"Left","Near",14,80,57,"Y","Y"
"849","202","RNstair",0.162972349798924,0.0250876967852135,0.0827599083431431,"Right","Near",14,80,57,"Y","Y"
"850","202","RFstair",0.118713872457789,0.0237360024625641,0.0790622317429043,"Right","Far",14,80,57,"Y","Y"
"851","202","LFstair",0.177530715738852,0.0237326742217183,0.0788958168548633,"Left","Far",14,80,57,"Y","Y"
"852","202","LPstair",0.384339522120832,0.0218455295367332,0.0729722780607765,"Left","Peripheral",14,80,57,"Y","Y"
"853","202","RPstair",0.509181232588819,0.0212894255524497,0.0695235476981462,"Right","Peripheral",14,80,57,"Y","Y"
"854","204","LNstair",0.386817822029871,0.022266056179939,0.0739460193476618,"Left","Near",7,81,42,"Y","Y"
"855","204","LFstair",0.548105826952939,0.0214056686050678,0.0707255124353152,"Left","Far",7,81,42,"Y","Y"
"856","204","RFstair",0.278961119373791,0.0225572020841288,0.0746960248690208,"Right","Far",7,81,42,"Y","Y"
"857","204","RPstair",0.320985310066028,0.0224943069690871,0.074286861044437,"Right","Peripheral",7,81,42,"Y","Y"
"858","204","LPstair",0.53772316871653,0.0219516677725313,0.0727411066736556,"Left","Peripheral",7,81,42,"Y","Y"
"859","204","RNstair",0.20392852036119,0.0231971469121328,0.0766563200378967,"Right","Near",7,81,42,"Y","Y"
"860","205","RPstair",0.54531232848085,0.0212362837128098,0.0710361197140984,"Right","Peripheral",21,84,55,"Y","Y"
"861","205","LFstair",0.685023541474395,0.0226327153034928,0.0751852831629787,"Left","Far",21,84,55,"Y","Y"
"862","205","LPstair",0.658011088372829,0.0216840497104981,0.0715815002167457,"Left","Peripheral",21,84,55,"Y","Y"
"863","205","RNstair",0.18163173884707,0.0379380001479875,0.124972293288377,"Right","Near",21,84,55,"Y","Y"
"864","205","LNstair",0.172299807523455,0.0275256004699072,0.0910671960886631,"Left","Near",21,84,55,"Y","Y"
"865","205","RFstair",0.479082348870173,0.0217472947636238,0.0713990698593182,"Right","Far",21,84,55,"Y","Y"
"866","207","LNstair",0.40852335325965,0.0331022972498174,0.0995200003793369,"Left","Near",1,74,55,"N","Y"
"867","207","LFstair",0.480420331730016,0.0248049907376922,0.0805481562455581,"Left","Far",1,74,55,"N","Y"
"868","207","RNstair",0.249820533678833,0.0308611819240321,0.0975004121587135,"Right","Near",1,74,55,"N","Y"
"869","207","RFstair",0.190954125780939,0.0229392808768411,0.0760507228934367,"Right","Far",1,74,55,"N","Y"
"870","207","RPstair",0.235610316107362,0.0228778258536716,0.0758088679422228,"Right","Peripheral",1,74,55,"N","Y"
"871","207","LPstair",0.501050780196372,0.0215472716947035,0.0712393338158318,"Left","Peripheral",1,74,55,"N","Y"
"872","213","LNstair",0.508857456280422,0.0218284639824815,0.0715735508541209,"Left","Near",8,52,50,"Y","Y"
"873","213","LFstair",0.692303546536513,0.0220088008356978,0.0731609264746717,"Left","Far",8,52,50,"Y","Y"
"874","213","RFstair",0.678233273390129,0.0228255021122225,0.0757150664950731,"Right","Far",8,52,50,"Y","Y"
"875","213","RPstair",0.630471085033575,0.0216428312673547,0.0712087379540516,"Right","Peripheral",8,52,50,"Y","Y"
"876","213","LPstair",0.588748264657047,0.0216623451769655,0.0710125719755434,"Left","Peripheral",8,52,50,"Y","Y"
"877","213","RNstair",0.345136967941467,0.0223364459971007,0.0743680963567328,"Right","Near",8,52,50,"Y","Y"
"878","215","LFstair",0.165971049898633,0.034633717607193,0.109307961453029,"Left","Far",10,65,65,"Y","Y"
"879","215","LPstair",0.309008307928716,0.0230581911454281,0.0764984638085345,"Left","Peripheral",10,65,65,"Y","Y"
"880","215","LNstair",0.163275446352963,0.0233333556903549,0.0769617404027251,"Left","Near",10,65,65,"Y","Y"
"881","215","RPstair",0.0895609945378853,0.0294470298835913,0.0977922282509584,"Right","Peripheral",10,65,65,"Y","Y"
"882","215","RNstair",0.137365616444351,0.0236336746304459,0.0783006161983734,"Right","Near",10,65,65,"Y","Y"
"883","215","RFstair",0.108901878995453,0.0239376079872189,0.079720567047001,"Right","Far",10,65,65,"Y","Y"
"884","216","LNstair",0.209389327378824,0.0229268153403346,0.0761761063779334,"Left","Near",5,76,37,"Y","Y"
"885","216","LPstair",0.383646273229661,0.0226488269852014,0.0751031873879398,"Left","Peripheral",5,76,37,"Y","Y"
"886","216","RNstair",0.134720016519236,0.0352228938400086,0.115864092201325,"Right","Near",5,76,37,"Y","Y"
"887","216","RFstair",0.149763938080326,0.0233840316310047,0.0778797042715154,"Right","Far",5,76,37,"Y","Y"
"888","216","LFstair",0.274883967567448,0.0298013640626626,0.0926705637622243,"Left","Far",5,76,37,"Y","Y"
"889","216","RPstair",0.426968175316803,0.0224674507938192,0.0744973691104466,"Right","Peripheral",5,76,37,"Y","Y"
"890","217","LFstair",0.283353992717331,0.0234342668951326,0.0771266535157112,"Left","Far",10,73,44,"Y","Y"
"891","217","LPstair",0.300773264644166,0.0259150520312043,0.0856834440513442,"Left","Peripheral",10,73,44,"Y","Y"
"892","217","RNstair",0.219862634688319,0.0228372570066061,0.0758291493564454,"Right","Near",10,73,44,"Y","Y"
"893","217","RPstair",0.335834820126657,0.0226052460646513,0.0750662734618657,"Right","Peripheral",10,73,44,"Y","Y"
"894","217","RFstair",0.383067005493708,0.0530159188207912,0.143898307518244,"Right","Far",10,73,44,"Y","Y"
"895","217","LNstair",0.285297306132039,0.0228603238792564,0.0757972468645404,"Left","Near",10,73,44,"Y","Y"
"896","220","LNstair",0.516018633083263,0.0212205311761555,0.0708623503921128,"Left","Near",4,77,39,"Y","Y"
"897","220","RNstair",0.168277562850319,0.0238889287720472,0.0793752359991006,"Right","Near",4,77,39,"Y","Y"
"898","220","RFstair",0.469016058572503,0.0214168627997019,0.0701995284406729,"Right","Far",4,77,39,"Y","Y"
"899","220","LFstair",0.739890105031178,0.0220452268665785,0.0724786865371165,"Left","Far",4,77,39,"Y","Y"
"900","220","LPstair",0.657350172635485,0.0216486046715184,0.0717506730530671,"Left","Peripheral",4,77,39,"Y","Y"
"901","220","RPstair",0.612545848953066,0.0216452473285683,0.0721231315223478,"Right","Peripheral",4,77,39,"Y","Y"
"902","221","RPstair",0.525156006399565,0.0214270521230203,0.0716734234260255,"Right","Peripheral",8,77,49,"Y","Y"
"903","221","LFstair",0.414960325740701,0.0216252121811024,0.0723053022757651,"Left","Far",8,77,49,"Y","Y"
"904","221","LPstair",0.581665097614469,0.0225477313557048,0.0743723942669594,"Left","Peripheral",8,77,49,"Y","Y"
"905","221","LNstair",0.405146766953689,0.029865515694165,0.0883159642496744,"Left","Near",8,77,49,"Y","Y"
"906","221","RNstair",0.343192602871575,0.031536910479227,0.100286236172907,"Right","Near",8,77,49,"Y","Y"
"907","221","RFstair",0.494413298725354,0.0227500786847602,0.0752064018697025,"Right","Far",8,77,49,"Y","Y"
"908","222","LNstair",0.535250540647374,0.0216243517298729,0.0722746093629011,"Left","Near",3,83,31,"Y","Y"
"909","222","LFstair",0.744603885824383,0.0266909688706737,0.0880353317960032,"Left","Far",3,83,31,"Y","Y"
"910","222","RFstair",0.623488095903446,0.0402740325136477,0.131982420128844,"Right","Far",3,83,31,"Y","Y"
"911","222","RPstair",0.491796894595429,0.0216958079330937,0.0718208445325722,"Right","Peripheral",3,83,31,"Y","Y"
"912","222","LPstair",0.676597575170976,0.0236856951996129,0.0777595273102258,"Left","Peripheral",3,83,31,"Y","Y"
"913","222","RNstair",0.525762507388556,0.0227025062384552,0.0753442417421868,"Right","Near",3,83,31,"Y","Y"
"914","223","LFstair",0.242755368738028,0.0232595797810724,0.0766482199756039,"Left","Far",10,84,62,"Y","Y"
"915","223","LPstair",0.380916027393767,0.0238307675215524,0.0793795845228755,"Left","Peripheral",10,84,62,"Y","Y"
"916","223","RNstair",0.357758728293129,0.0539428224385653,0.161359094981599,"Right","Near",10,84,62,"Y","Y"
"917","223","LNstair",0.174156233305052,0.0231387019428369,0.0765620226729288,"Left","Near",10,84,62,"Y","Y"
"918","223","RPstair",0.439057589603526,0.0228477026393739,0.0753640185329555,"Right","Peripheral",10,84,62,"Y","Y"
"919","223","RFstair",0.210042451610613,0.0240458434050554,0.0801089065884166,"Right","Far",10,84,62,"Y","Y"
"920","224","LFstair",0.380034252777269,0.0338305930528498,0.110831625938111,"Left","Far",9,72,54,"Y","Y"
"921","224","LPstair",0.534318427071445,0.0223367473574125,0.0743012076973289,"Left","Peripheral",9,72,54,"Y","Y"
"922","224","LNstair",0.487687440989379,0.0226677913594005,0.0747153755088569,"Left","Near",9,72,54,"Y","Y"
"923","224","RPstair",0.496648770151152,0.0230624186902039,0.0761233617631461,"Right","Peripheral",9,72,54,"Y","Y"
"924","224","RNstair",0.236855335514684,0.0236019284349287,0.0776889171288869,"Right","Near",9,72,54,"Y","Y"
"925","224","RFstair",0.107991394169427,0.0302182254779893,0.100074939118395,"Right","Far",9,72,54,"Y","Y"
"926","225","LNstair",0.295722250391897,0.0226825120417157,0.0752901103363617,"Left","Near",6,73,40,"Y","Y"
"927","225","LFstair",0.499064054156491,0.0248824163275113,0.0803264758802992,"Left","Far",6,73,40,"Y","Y"
"928","225","LPstair",0.502879328130275,0.0217063580406911,0.0722428532710174,"Left","Peripheral",6,73,40,"Y","Y"
"929","225","RNstair",0.255804682386913,0.0225826799803991,0.0749961685577004,"Right","Near",6,73,40,"Y","Y"
"930","225","RFstair",0.33708125945951,0.0249578881921281,0.0824178568619439,"Right","Far",6,73,40,"Y","Y"
"931","225","RPstair",0.530413708786245,0.0236831788786069,0.0784492367181375,"Right","Peripheral",6,73,40,"Y","Y"
"932","226","LPstair",0.693568603063245,0.0218539627037062,0.0729236988634678,"Left","Peripheral",19,82,47,"Y","Y"
"933","226","RNstair",0.240937022871189,0.0234370398068464,0.077922289222675,"Right","Near",19,82,47,"Y","Y"
"934","226","RFstair",0.394992455845173,0.0223086353876979,0.0742786922856984,"Right","Far",19,82,47,"Y","Y"
"935","226","LFstair",0.554566340735863,0.0220376960825458,0.0734843023354835,"Left","Far",19,82,47,"Y","Y"
"936","226","LNstair",0.405446848661973,0.0571956873425931,0.159182831743208,"Left","Near",19,82,47,"Y","Y"
"937","226","RPstair",0.572252825685278,0.0248344318608938,0.0823213473160211,"Right","Peripheral",19,82,47,"Y","Y"
"938","227","LFstair",0.50432966416284,0.0217207666988283,0.072539864647994,"Left","Far",1,72,63,"Y","Y"
"939","227","LPstair",0.668700335005281,0.0229382880677104,0.0759233168838938,"Left","Peripheral",1,72,63,"Y","Y"
"940","227","LNstair",0.394119878732221,0.0253025227767347,0.0832526466759704,"Left","Near",1,72,63,"Y","Y"
"941","227","RFstair",0.227214355680162,0.0228223221258525,0.0753873378035094,"Right","Far",1,72,63,"Y","Y"
"942","227","RPstair",0.252537131978838,0.025073018232479,0.0824206303612965,"Right","Peripheral",1,72,63,"Y","Y"
"943","227","RNstair",0.174966601621722,0.0234894698042534,0.0774655391625104,"Right","Near",1,72,63,"Y","Y"
"944","228","RPstair",0.476559252626042,0.0215382859569688,0.0717835883117757,"Right","Peripheral",2,72,45,"Y","Y"
"945","228","RNstair",0.360570108935538,0.022626690043006,0.0749047184713159,"Right","Near",2,72,45,"Y","Y"
"946","228","RFstair",0.500065292262452,0.0222561128755329,0.0733504510731458,"Right","Far",2,72,45,"Y","Y"
"947","228","LNstair",0.3992674066797,0.0231214807743493,0.0768718927360332,"Left","Near",2,72,45,"Y","Y"
"948","228","LFstair",0.461374986270257,0.0222259505151772,0.0734276813677396,"Left","Far",2,72,45,"Y","Y"
"949","228","LPstair",0.85019116064394,0.0230325033099438,0.0765078206103784,"Left","Peripheral",2,72,45,"Y","Y"
"950","230","RPstair",0.456572634795793,0.0219470600931958,0.0730627204975829,"Right","Peripheral",4,75,38,"Y","Y"
"951","230","LFstair",0.398765380871093,0.0240361053985241,0.0796560033763848,"Left","Far",4,75,38,"Y","Y"
"952","230","RFstair",0.291402521741946,0.0279066954095473,0.0922004700109882,"Right","Far",4,75,38,"Y","Y"
"953","230","LNstair",0.480601360317313,0.021548102586781,0.0707804225729267,"Left","Near",4,75,38,"Y","Y"
"954","230","LPstair",0.603784603077813,0.0218110604318168,0.0728366737106099,"Left","Peripheral",4,75,38,"Y","Y"
"955","230","RNstair",0.233393395702775,0.0238679603588041,0.0786303293866379,"Right","Near",4,75,38,"Y","Y"
"956","231","LNstair",0.424173646457888,0.0224635528442178,0.0747386060361251,"Left","Near",2,79,59,"Y","Y"
"957","231","RNstair",0.157949158691036,0.0242083542801205,0.0802425379839841,"Right","Near",2,79,59,"Y","Y"
"958","231","RFstair",0.163191538208087,0.0269959880272585,0.089605050693454,"Right","Far",2,79,59,"Y","Y"
"959","231","LFstair",0.271948583921765,0.0229849819233965,0.0758706640847344,"Left","Far",2,79,59,"Y","Y"
"960","231","LPstair",0.559529530995505,0.0213260402266336,0.0696144973246178,"Left","Peripheral",2,79,59,"Y","Y"
