"","Stair","Mean","SD","CIwidth","Hemifield","Eccentricity","Condition","SUBJECT","EccentricityEff","HemifieldEff","CondEff"
"661","L_LNstair",0.529410237606472,0.0265601477311185,0.0874981434008062,"Left","Near","Upright","127",-0.5,-0.5,-0.5
"662","L_LFstair",0.603810942045817,0.0262380787065686,0.0869052188962344,"Left","Far","Upright","127",0,-0.5,-0.5
"663","L_LPstair",0.941310533615386,0.025328931230701,0.0847605998369795,"Left","Peripheral","Upright","127",0.5,-0.5,-0.5
"664","L_RNstair",0.495711635348514,0.0568757731970967,0.138643251570284,"Right","Near","Upright","127",-0.5,0.5,-0.5
"665","L_RFstair",0.566200042311261,0.0261655557733625,0.0865576431267342,"Right","Far","Upright","127",0,0.5,-0.5
"666","L_RPstair",0.927271219791329,0.0290958433064758,0.0955572275250796,"Right","Peripheral","Upright","127",0.5,0.5,-0.5
"667","G_LNstair",0.678550411275959,0.027353449679001,0.0899950085886214,"Left","Near","Gabor","127",-0.5,-0.5,0.5
"668","G_LFstair",0.688199105408803,0.0259820964449528,0.0858647016772506,"Left","Far","Gabor","127",0,-0.5,0.5
"669","G_RNstair",0.536917200377696,0.0277372331263694,0.0914077588123708,"Right","Near","Gabor","127",-0.5,0.5,0.5
"670","G_RFstair",0.479411462944119,0.0309119997088924,0.0923383295613198,"Right","Far","Gabor","127",0,0.5,0.5
"671","G_RPstair",0.564810231172409,0.0260603589035352,0.086370263091829,"Right","Peripheral","Gabor","127",0.5,0.5,0.5
"672","L_LNstair",0.197645445785821,0.0280518753637582,0.0925869531145637,"Left","Near","Upright","128",-0.5,-0.5,-0.5
"673","L_LFstair",0.451838952213295,0.0516954966598626,0.124705438985378,"Left","Far","Upright","128",0,-0.5,-0.5
"674","L_LPstair",0.54078303947772,0.0333044740088617,0.0975960724166809,"Left","Peripheral","Upright","128",0.5,-0.5,-0.5
"675","L_RNstair",0.215703979122048,0.0289377502358839,0.0950494050548823,"Right","Near","Upright","128",-0.5,0.5,-0.5
"676","L_RFstair",0.214274723285656,0.0304513887814618,0.0997501441790856,"Right","Far","Upright","128",0,0.5,-0.5
"677","L_RPstair",0.563120099695416,0.0288093891960629,0.0935227066672355,"Right","Peripheral","Upright","128",0.5,0.5,-0.5
"678","G_LNstair",0.244019296432291,0.0326729522649637,0.103775568650116,"Left","Near","Gabor","128",-0.5,-0.5,0.5
"679","G_LFstair",0.0872035734488994,0.0569437050154397,0.181231656920436,"Left","Far","Gabor","128",0,-0.5,0.5
"680","G_LPstair",0.450799156880876,0.0529333092089919,0.116358390650914,"Left","Peripheral","Gabor","128",0.5,-0.5,0.5
"681","G_RNstair",0.282641631909427,0.0297667240055202,0.0977563886281783,"Right","Near","Gabor","128",-0.5,0.5,0.5
"682","G_RFstair",0.293106994127588,0.0273541067211033,0.0905229789326723,"Right","Far","Gabor","128",0,0.5,0.5
"683","G_RPstair",0.495305110844604,0.0264557730911193,0.087636852306946,"Right","Peripheral","Gabor","128",0.5,0.5,0.5
"684","L_LNstair",0.203088985353303,0.0425961854813558,0.13801443626918,"Left","Near","Upright","129",-0.5,-0.5,-0.5
"685","L_LFstair",0.413553500468006,0.0260552956309783,0.0862974965959504,"Left","Far","Upright","129",0,-0.5,-0.5
"686","L_LPstair",0.565413513323715,0.0256820871509521,0.0847745099686061,"Left","Peripheral","Upright","129",0.5,-0.5,-0.5
"687","L_RNstair",0.238959714612339,0.0270203441128261,0.0886370403812302,"Right","Near","Upright","129",-0.5,0.5,-0.5
"688","L_RFstair",0.538308713002259,0.0619323204527463,0.147848971634889,"Right","Far","Upright","129",0,0.5,-0.5
"689","L_RPstair",0.470868388899654,0.027254332154019,0.0884899388083466,"Right","Peripheral","Upright","129",0.5,0.5,-0.5
"690","G_LNstair",0.39484950343602,0.0262210057121254,0.0869482407477763,"Left","Near","Gabor","129",-0.5,-0.5,0.5
"691","G_LFstair",0.486653211318764,0.0262764697833548,0.0867574538199987,"Left","Far","Gabor","129",0,-0.5,0.5
"692","G_LPstair",0.621408846294876,0.0262976346428277,0.0866441722482989,"Left","Peripheral","Gabor","129",0.5,-0.5,0.5
"693","G_RNstair",0.542510718048265,0.0264930267840323,0.087511227728323,"Right","Near","Gabor","129",-0.5,0.5,0.5
"694","G_RFstair",0.687840413841975,0.064394554695446,0.206924188157805,"Right","Far","Gabor","129",0,0.5,0.5
"695","G_RPstair",0.510844935437269,0.0261311431043072,0.0861881077296312,"Right","Peripheral","Gabor","129",0.5,0.5,0.5
